WA31,162,2017,09,25,16:30,18:00
FX31,151,2017,04,25,09:00,10:30
FX31,151,2017,05,09,09:00,10:30
FX31,151,2017,05,16,09:00,10:30
FX31,151,2017,05,23,09:00,10:30
FX31,151,2017,05,30,09:00,10:30
FX31,151,2017,06,06,09:00,10:30
FX31,151,2017,06,13,09:00,10:30
FX31,151,2017,06,20,09:00,10:30
FX31,151,2017,06,27,09:00,10:30
FX31,151,2017,07,04,09:00,10:30
FX31,151,2017,07,11,09:00,10:30
FX31,151,2017,07,18,09:00,10:30
FX31,151,2017,09,05,09:00,10:30
FX31,151,2017,09,12,09:00,10:30
FX31,151,2017,09,19,09:00,10:30
FX31,151,2017,09,26,09:00,10:30
IW32,151,2017,04,25,10:45,12:05
IW32,151,2017,05,09,10:45,12:05
IW32,151,2017,05,16,10:45,12:05
IW32,151,2017,05,23,10:45,12:05
IW32,151,2017,05,30,10:45,12:05
IW32,151,2017,06,06,10:45,12:05
IW32,151,2017,06,13,10:45,12:05
IW32,151,2017,06,20,10:45,12:05
IW32,151,2017,06,27,10:45,12:05
IW32,151,2017,07,04,10:45,12:05
IW32,151,2017,07,11,10:45,12:05
IW32,151,2017,07,18,10:45,12:05
IW32,151,2017,09,05,10:45,12:05
IW32,151,2017,09,12,10:45,12:05
IW32,151,2017,09,19,10:45,12:05
IW32,151,2017,09,26,10:45,12:05
IW32,151,2017,04,25,13:05,14:35
IW32,151,2017,05,09,13:05,14:35
IW32,151,2017,05,16,13:05,14:35
IW32,151,2017,05,23,13:05,14:35
IW32,151,2017,05,30,13:05,14:35
IW32,151,2017,06,06,13:05,14:35
IW32,151,2017,06,13,13:05,14:35
IW32,151,2017,06,20,13:05,14:35
IW32,151,2017,06,27,13:05,14:35
IW32,151,2017,07,04,13:05,14:35
IW32,151,2017,07,11,13:05,14:35
IW32,151,2017,07,18,13:05,14:35
IW32,151,2017,09,05,13:05,14:35
IW32,151,2017,09,12,13:05,14:35
IW32,151,2017,09,19,13:05,14:35
IW32,151,2017,09,26,13:05,14:35
IW31,151,2017,04,26,13:05,14:35
IW31,151,2017,05,10,13:05,14:35
IW31,151,2017,05,17,13:05,14:35
IW31,151,2017,05,24,13:05,14:35
IW31,151,2017,05,31,13:05,14:35
IW31,151,2017,06,07,13:05,14:35
IW31,151,2017,06,14,13:05,14:35
IW31,151,2017,06,21,13:05,14:35
IW31,151,2017,06,28,13:05,14:35
IW31,151,2017,07,05,13:05,14:35
IW31,151,2017,07,12,13:05,14:35
IW31,151,2017,07,19,13:05,14:35
IW31,151,2017,09,06,13:05,14:35
IW31,151,2017,09,13,13:05,14:35
IW31,151,2017,09,20,13:05,14:35
IW31,151,2017,09,27,13:05,14:35
WP32,151,2017,04,26,14:50,16:20
WP32,151,2017,05,10,14:50,16:20
WP32,151,2017,05,17,14:50,16:20
WP32,151,2017,05,24,14:50,16:20
WP32,151,2017,05,31,14:50,16:20
WP32,151,2017,06,07,14:50,16:20
WP32,151,2017,06,14,14:50,16:20
WP32,151,2017,06,21,14:50,16:20
WP32,151,2017,06,28,14:50,16:20
WP32,151,2017,07,05,14:50,16:20
WP32,151,2017,07,12,14:50,16:20
WP32,151,2017,07,19,14:50,16:20
WP32,151,2017,09,06,14:50,16:20
WP32,151,2017,09,13,14:50,16:20
WP32,151,2017,09,20,14:50,16:20
WP32,151,2017,09,27,14:50,16:20
WP32,151,2017,04,26,16:30,18:00
WP32,151,2017,05,10,16:30,18:00
WP32,151,2017,05,17,16:30,18:00
WP32,151,2017,05,24,16:30,18:00
WP32,151,2017,05,31,16:30,18:00
WP32,151,2017,06,07,16:30,18:00
WP32,151,2017,06,14,16:30,18:00
WP32,151,2017,06,21,16:30,18:00
WP32,151,2017,06,28,16:30,18:00
WP32,151,2017,07,05,16:30,18:00
WP32,151,2017,07,12,16:30,18:00
WP32,151,2017,07,19,16:30,18:00
WP32,151,2017,09,06,16:30,18:00
WP32,151,2017,09,13,16:30,18:00
WP32,151,2017,09,20,16:30,18:00
WP32,151,2017,09,27,16:30,18:00
BT31,051,2017,04,27,10:45,12:15
BT31,051,2017,05,11,10:45,12:15
BT31,051,2017,05,18,10:45,12:15
BT31,051,2017,05,25,10:45,12:15
BT31,051,2017,06,01,10:45,12:15
BT31,051,2017,06,08,10:45,12:15
BT31,051,2017,06,15,10:45,12:15
BT31,051,2017,06,22,10:45,12:15
BT31,051,2017,06,29,10:45,12:15
BT31,051,2017,07,06,10:45,12:15
BT31,051,2017,07,13,10:45,12:15
BT31,051,2017,09,07,10:45,12:15
BT31,051,2017,09,14,10:45,12:15
BT31,051,2017,09,21,10:45,12:15
BT31,051,2017,09,28,10:45,12:15
MD31,164,2017,04,27,13:05,14:35
MD31,164,2017,05,11,13:05,14:35
MD31,164,2017,05,18,13:05,14:35
MD31,164,2017,05,25,13:05,14:35
MD31,164,2017,06,01,13:05,14:35
MD31,164,2017,06,08,13:05,14:35
MD31,164,2017,06,15,13:05,14:35
MD31,164,2017,06,22,13:05,14:35
MD31,164,2017,06,29,13:05,14:35
MD31,164,2017,07,06,13:05,14:35
MD31,164,2017,07,13,13:05,14:35
MD31,164,2017,09,07,13:05,14:35
MD31,164,2017,09,14,13:05,14:35
MD31,164,2017,09,21,13:05,14:35
MD31,164,2017,09,28,13:05,14:35
WD33,151,2017,04,28,09:00,10:30
WD33,151,2017,05,12,09:00,10:30
WD33,151,2017,05,19,09:00,10:30
WD33,151,2017,05,26,09:00,10:30
WD33,151,2017,06,02,09:00,10:30
WD33,151,2017,06,09,09:00,10:30
WD33,151,2017,06,16,09:00,10:30
WD33,151,2017,06,23,09:00,10:30
WD33,151,2017,06,30,09:00,10:30
WD33,151,2017,07,07,09:00,10:30
WD33,151,2017,07,14,09:00,10:30
WD33,151,2017,09,01,09:00,10:30
WD33,151,2017,09,08,09:00,10:30
WD33,151,2017,09,15,09:00,10:30
WD33,151,2017,09,22,09:00,10:30
WD33,151,2017,09,29,09:00,10:30
WD33,151,2017,04,28,10:45,12:15
WD33,151,2017,05,12,10:45,12:15
WD33,151,2017,05,19,10:45,12:15
WD33,151,2017,05,26,10:45,12:15
WD33,151,2017,06,02,10:45,12:15
WD33,151,2017,06,09,10:45,12:15
WD33,151,2017,06,16,10:45,12:15
WD33,151,2017,06,23,10:45,12:15
WD33,151,2017,06,30,10:45,12:15
WD33,151,2017,07,07,10:45,12:15
WD33,151,2017,07,14,10:45,12:15
WD33,151,2017,09,01,10:45,12:15
WD33,151,2017,09,08,10:45,12:15
WD33,151,2017,09,15,10:45,12:15
WD33,151,2017,09,22,10:45,12:15
WD33,151,2017,09,29,10:45,12:15
選択,各教室,2017,04,28,13:05,14:35
選択,各教室,2017,05,12,13:05,14:35
選択,各教室,2017,05,19,13:05,14:35
選択,各教室,2017,05,26,13:05,14:35
選択,各教室,2017,06,02,13:05,14:35
選択,各教室,2017,06,09,13:05,14:35
選択,各教室,2017,06,16,13:05,14:35
選択,各教室,2017,06,23,13:05,14:35
選択,各教室,2017,06,30,13:05,14:35
選択,各教室,2017,07,07,13:05,14:35
選択,各教室,2017,07,14,13:05,14:35
選択,各教室,2017,09,01,13:05,14:35
選択,各教室,2017,09,08,13:05,14:35
選択,各教室,2017,09,15,13:05,14:35
選択,各教室,2017,09,22,13:05,14:35
選択,各教室,2017,09,29,13:05,14:35
CR32,マルチ,2017,05,17,10:45,12:15
CR32,マルチ,2017,06,07,10:45,12:15
CR32,マルチ,2017,07,05,10:45,12:15
CR32,マルチ,2017,09,06,10:45,12:15
SG31,マルチ,2017,05,27,09:00,10:30
SG31,マルチ,2017,06,10,09:00,10:30
SG31,マルチ,2017,06,24,09:00,10:30
SG31,マルチ,2017,09,23,09:00,10:30
SG31,マルチ,2017,06,10,09:00,10:30
SG31,マルチ,2017,05,27,10:45,12:15
SG31,マルチ,2017,06,10,10:45,12:15
SG31,マルチ,2017,06,24,10:45,12:15
SG31,マルチ,2017,09,23,10:45,12:15
